Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Intrusion Detection System for IEC 60870-5-104 based SCADA networks,Y. Yang; K. McLaughlin; T. Littler; S. Sezer; B. Pranggono; H. F. Wang,"Electron., Electr. Eng. & Comput. Sci., Queen's Univ. Belfast, Belfast, UK",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,5,"Increased complexity and interconnectivity of Supervisory Control and Data Acquisition (SCADA) systems in Smart Grids potentially means greater susceptibility to malicious attackers. SCADA systems with legacy communication infrastructure have inherent cyber-security vulnerabilities as these systems were originally designed with little consideration of cyber threats. In order to improve cyber-security of SCADA networks, this paper presents a rule-based Intrusion Detection System (IDS) using a Deep Packet Inspection (DPI) method, which includes signature-based and model-based approaches tailored for SCADA systems. The proposed signature-based rules can accurately detect several known suspicious or malicious attacks. In addition, model-based detection is proposed as a complementary method to detect unknown attacks. Finally, proposed intrusion detection approaches for SCADA networks are implemented and verified via Snort rules.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6672100,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6672100,Cyber-security;IEC 60870-5-104;Intrusion detection system;SCADA,IEC standards;Intrusion detection;Protocols;SCADA systems;Servers,SCADA systems;power system security;protocols;safety systems;smart power grids,DPI method;IDS;IEC 60870-5-104;SCADA systems;Snort rules;cyber security vulnerabilities;cyber threats;deep packet inspection method;legacy communication infrastructure;malicious attackers;model-based detection;rule-based intrusion detection system;signature-based approaches;smart grids;supervisory control and data acquisition systems;unknown attacks,,11,14,,,,21-25 July 2013,,IEEE,IEEE Conferences
Solar Commercial Virtual Power Plant,B. Zwaenepoel; J. I. Laveyne; L. Vandevelde; T. L. Vandoorn; B. Meersman; G. Van Eetvelde,"Power-Link & Electr. Energy Lab., Ghent Univ., Ghent, Belgium",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,5,"Installed photo voltaic energy grew exponentially during the last decade. One of the driving forces was the often generous governmental support. In Belgium (Flanders) for example, investors could acquire green power certificates worth ���450/MWh during several years. However, due to the large boom of solar plants and hence rising subsidy cost, governments are dropping this support (eg. ���450/MWh in 2009 to ���90/MWh in 2012 for Flanders). In this paper the authors investigate if solar energy can become more profitable if forces are joined in a Commercial Virtual Power Plant to sell the solar power on the wholesale market. The numbers are based on the Flemish region, however, the same procedure can be applied to other markets as well. It turned out that for existing installations the potential benefits are marginal due to the small share of the energy revenue compared to the subsidy revenue in the total income of a solar plant. However, lower subsidies and coupling with other production resources and (flexible) consumers promise to be more profitable, although this needs more investigation.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6672305,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6672305,,Contracts;Couplings;Government;Green products;Renewable energy sources;Stock markets,power generation economics;power markets;solar power stations,Belgium;energy revenue;governmental support;green power certificates;photovoltaic energy;solar commercial virtual power plant;solar plants;subsidy cost;subsidy revenue;wholesale market,,3,15,,,,21-25 July 2013,,IEEE,IEEE Conferences
Multi-agent testbed for emerging power systems,M. J. Stanovich; S. K. Srivastava; D. A. Cartes; T. L. Bevis,"Center for Adv. Power Syst., Florida State Univ., Tallahassee, FL, USA",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,5,"Controls in power systems such as national utility grids, microgrids, and shipboard electrical infrastructures are evolving and conventional testbeds are inadequately outfitted for effective design, development, and testing. In particular, conventional power system control testbeds typically lack appropriate computational and data communication tools to quickly and accurately represent advanced control architectures. In this paper, we discuss experiences with a distributed control testbed by incorporating general purpose computational platforms and a more extensive data communications infrastructure. These components enhance the testbed by providing access to key technologies expected to be prevalent in emerging power systems and also simplify the implementation of sophisticated control architectures. Evaluation of the improved capabilities of the testbed is provided through two studies. The first explores the control capabilities for a shipboard power system through the use of hierarchical and distributed control structures. The second investigates the effect of data communication latencies on a control algorithm through a test case involving synchronization of multiple generators.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6672944,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6672944,distributed control;multi-agent;testbed,Data communication;Decentralized control;Generators;Power systems;Real-time systems;Synchronization,data communication;decentralised control;distributed control;hierarchical systems;marine power systems;multi-agent systems;power generation control;power system simulation,data communications infrastructure;distributed control testbed;emerging power systems;general purpose computational platforms;generators;hierarchical control structures;microgrids;multiagent testbed;national utility grids;power system control testbeds;shipboard power system;synchronization,,1,21,,,,21-25 July 2013,,IEEE,IEEE Conferences
Bandwidth and latency requirements for smart transmission grid applications,P. Kansal; A. Bose,"Electr. Eng., Washington State Univ., Pullman, WA, USA",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,1,"The rapid increase of phasor measurements on the high voltage power system has opened opportunities for new applications to enhance the operation of the grid. To take advantage of the high sampling rates of these measurement data, these applications will require a high-bandwidth, networked communication system. The specifications for this next generation communication system that will overlay the continental power grids are under intense discussion at this time by organizations like the North-American Synchro-Phasor Initiative (NASPI). In this paper we present a method to simulate, design and test the adequacy of a communication system for a particular transmission grid. The main difference from typical communication system studies is that we formulate the communication requirements from the power grid application requirements, that is, the communication design, simulation and testing is from the viewpoint of the anticipated power applications. Themethod is demonstrated on a WECC 225 bus and a Polish 2383 bus transmission system models.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6672081,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6672081,Bandwidth;C37.118;NS2;PMU;communication protocols;latency;smart grid,Bandwidth;Communication systems;Educational institutions;Power measurement;Smart grids;Voltage measurement,next generation networks;phasor measurement;power transmission;smart power grids,NASPI;North-American synchro-phasor initiative;Polish 2383 bus transmission system models;aWECC 225 bus;bandwidth requirements;communication design;continental power grids;high voltage power system;latency requirements;measurement data;networked communication system;next generation communication system;phasor measurements;power grid application;smart transmission applications grid,,2,,,,,21-25 July 2013,,IEEE,IEEE Conferences
Application of the undetectability index to design reliable metering systems for bad data processing,R. A. S. Benedito; L. F. C. Alberto; N. G. Bretas; J. B. A. London,"Dept. of Electr. Eng. - DAELT, Univ. Tecnol. Fed. do Parana - UTFPR, Curitiba, Brazil",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,5,"This paper presents a new insight to design reliable metering systems for state estimation purposes based on the Undetectability Index (UI). Gross errors in measurements with high UI are very difficult to be detected by methods based on the analysis of the Weighted Least Squares (WLS) state estimator residuals. This paper explores the information provided by UI to design metering systems more reliable for gross errors processing. The idea is to obtain observable metering system, absent of both critical measurements and critical sets, formed by measurements with UI lower than a pre-specified value. This paper also presents the necessary theoretical concepts and a very simple algorithm to compute the UI of all available measurements in a metering system, as well as, the results of some computer simulations with IEEE-14 and 30 bus systems.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6672956,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6672956,Bad Data Processing;Geometric Interpretation;Metering System Design;Power System State Estimation;Undetectability Index;Weighted Least Squares Estimator,Indexes;Measurement uncertainty;Power measurement;Reliability;State estimation;Vectors;Voltage measurement,least squares approximations;power system measurement;power system state estimation,IEEE-14 bus system;IEEE-30 bus system;bad data processing;computer simulations;critical measurements;critical sets;gross errors processing;reliable metering systems;state estimation purposes;undetectability index;weighted least squares state estimator residuals,,0,15,,,,21-25 July 2013,,IEEE,IEEE Conferences
Cyber physical system approach for design of power grids: A survey,S. K. Khaitan; J. D. McCalley,"Dept. of Electr. & Comput. Eng., Iowa State Univ., Ames, IA, USA",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,5,"Cyber physical systems (CPSs) refer to the class of systems which offer close integration of computation, networking, and physical processes. CPS approach to system design has been conventionally used in several domains, such as smart homes and health-care systems, however, its use in the design of power systems is relatively new. The unique features of CPSs are expected to greatly benefit the smart power grids of tomorrow. In this paper, we review several recent advancements made in the field of CPS approach in design and operation of power grids. We also discuss the application of CPSs in other domains to gain insights into the techniques and design approaches which could also be beneficial for power systems. We present a classification of research work and identify the challenges in wide-scale adoption of CPSs. This survey is intended to enable the researchers and power system operators to get insights into working of CPSs and understand their potential in transforming the future power grids.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6672537,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6672537,Power system;classification;cyber physical systems;power grid;review;security;survey,Computational modeling;Power grids;Power system dynamics;Real-time systems;Security;Sensors,power engineering computing;power system planning;smart power grids,cyber physical system approach;health-care systems;physical process;power system operators;power systems;smart homes;smart power grids,,5,87,,,,21-25 July 2013,,IEEE,IEEE Conferences
Progressive switching attacks for instigating cascading failures in smart grid,S. Liu; Bo Chen; D. Kundur; T. Zourntos; K. Butler-Purry,"Dept. of Electr. & Comput. Eng., Texas A&M Univ., College Station, TX, USA",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,5,"In this paper we present a progressive strategy for applying a multi-switch cyber-physical attack on emerging smart grid systems. In contrast to a single switch attack, recently studied, we demonstrate how the additional degrees of freedom available to an opponent can be used to induce cascading failures throughout a power system in a stealthy way. A framework based on variable structure system theory is presented in which targeted attacks can be constructed. Attack execution is simulated on the New England 10-generator 39-bus test system using DSATools��� to demonstrate the potential of the approach to achieve high impact disruption.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6672314,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6672314,Smart grid modeling;coordinated variable structure switching attacks;sliding mode,Frequency synchronization;Generators;Power system protection;Relays;Smart grids;Switches;Time-frequency analysis,smart power grids;variable structure systems,DSATools;New England 10-generator 39-bus test system;cascading failure;degrees of freedom;impact disruption;multiswitch cyber-physical attack;progressive switching attack;single switch attack;smart grid power system;variable structure system theory,,0,12,,,,21-25 July 2013,,IEEE,IEEE Conferences
Wireless communication for controlling microgrids: Co-simulation and performance evaluation,Rukun Mao; Huijuan Li; Yan Xu; Husheng Li,"Dept. of Electr. Eng. & Comput. Sci., Univ. of Tennessee, Knoxville, TN, USA",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,5,"A microgrid with wireless communication links for microgrid control has been designed and developed. The complete simulation model has been developed in MatLab SimuLink with seamless integration of the power subsystem and the communication subsystem. Unlike the conventional co-simulators that usually connect two existing simulators together by creating an interface, which has a steep learning curve, the proposed simulator is a compact single-unit model. Detailed modeling of the power subsystem and communication system is presented as well as the microgrid control architecture and strategies. The impact of different communication system performances on microgrid control has been studied and evaluated in the proposed simulator. The results help identify the cost effective communication solutions for microgrid applications.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6673056,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6673056,,Laboratories;Licenses;MATLAB;Mathematical model;Microgrids;Service-oriented architecture;Switches,distributed power generation;power generation control;power system simulation;radio links;telecontrol,MatLab SimuLink simulation model;communication subsystem;compact single-unit model;conventional co-simulators;microgrid control architecture;performance evaluation;power subsystem;steep learning curve;wireless communication links,,1,7,,,,21-25 July 2013,,IEEE,IEEE Conferences
Toward real-time detection of critical contingency of large power systems,H. D. Chiang; Wang Lei,"Sch. of Electr. & Comput. Eng., Cornell Univ., Ithaca, NY, USA",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,5,"On-line Transient Stability Assessment (TSA) program can fast identify a list of critical contingencies. A real-time critical contingency (RTCC) detection system is to detect, on the basis of the real-time measurements provided by PMUs and the list of critical contingencies, the occurrence of a critical contingency is presented. The RTCC detection system is composed of five detectors. Each of them is designed and placed in a sequential order so as to achieve absolute capture of the occurrence of critical contingencies. The system has been evaluated in 2 test systems and one large-scale power systems with very promising results. The effectiveness of the developed critical contingency detection system is evaluated on 96 contingencies of a 10-machine, 39-bus power system, on 108 contingencies of a 50-generator, 145-bus power system and on 4588 contingencies of a 313-machine, 1648-bus power system.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6672366,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6672366,BCU classifiers;PMU;critical contingency detectors;real-time critical contingency detection,Phasor measurement units;Splines (mathematics);Time-domain analysis;Voltage measurement,electric sensing devices;phasor measurement;power system transient stability,10-machine 39-bus power system;2 test system evaluation;313-machine 1648-bus power system;50-generator 145-bus power system;PMU;RTCC detection system;TSA program;oniine transient stability assessment program;real-time critical contingency detection system;real-time measurement,,0,16,,,,21-25 July 2013,,IEEE,IEEE Conferences
Distribution network topology error correction using smart meter data analytics,W. Luan; J. Peng; M. Maras; J. Lo,"Smart Metering Program, BC Hydro, Burnaby, BC, Canada",2013 IEEE Power & Energy Society General Meeting,20131125,2013,,,1,5,"This paper introduces an algorithm which was developed within BC Hydro with the purpose of detecting and correcting topology errors in existing GIS records of the distribution system. Starting with the distribution network topology information available in enterprise GIS, the proposed analytic approach uses smart meter data to detect wrongly connected customers in a transformer neighborhood based on the correlation factors and relative magnitude levels of hourly voltage profiles. Once a wrongly connected customer is identified, further analysis on correlation factors and relative voltage levels is done to correctly reposition this customer within the distribution network topology tree. Testing in a practical BC Hydro distribution system has achieved very encouraging results.",1932-5517;19325517,Electronic:978-1-4799-1303-9; POD:978-1-4799-1302-2; USB:978-1-4799-1301-5,10.1109/PESMG.2013.6672786,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6672786,Advanced Metering Infrastructure (AMI);Data Analytics;Distribution Network Topology;Smart Meters,Algorithm design and analysis;Correlation;Couplings;Geographic information systems;Network topology;Topology;Wires,correlation methods;data analysis;distribution networks;geographic information systems;power engineering computing;smart meters,BC hydro distribution system;GIS records;correlation factors;distribution network topology tree;enterprise geographical information system;hourly voltage profiles;relative magnitude levels;smart meter data analytics;topology error correction;topology error detection;transformer neighborhood,,1,2,,,,21-25 July 2013,,IEEE,IEEE Conferences
