Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Command authentication via faster than real time simulation,S. Meliopoulos; G. Cokkinides; R. Fan; L. Sun; B. Cui,"School of Electrical and Computer Engineering, Georgia Institute of Technology, USA",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,5,"This paper presents the use of a distributed dynamic state estimation, executed each cycle, to enable simultaneous cyber security and operational security. The basis of the method is: (a) data verification that detects bad data or byzantine type attacks and (b) command interception and fast authentication from the cyber security point of view (reliable detection of cyber intrusions) and from the operational reliability point of view. To ensure speed, the command authentication is done at the relay level and relay controls. Since all controls in a modern substation are exercised through a relay, this approach provides 100% coverage. The command authentication is performed by capturing each command, performing a simulation of the effects of the command via a faster than real time simulation using the real time model, and if there are no adverse effects, the command is authenticated and is allowed to proceed. This paper focuses on the approach that enables the faster than real time simulation and provides performance metrics of the method. The simulation results demonstrate the high speed-up of distributed DSE and validate the effectiveness of the command authentication and intrusion detection method based on the proposed equivalencing method.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741974,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741974,Distributed dynamic state estimation;Kron's elimination;command authentication;faster-than-real-time,Authentication;Computational modeling;Intrusion detection;Real-time systems;Relays;State estimation;Substations,power system reliability;power system security;power system state estimation;security of data;substations,byzantine type attack;command authentication;command interception;cyber security;data verification;distributed DSE;distributed dynamic state estimation;equivalencing method;faster than real time simulation;intrusion detection method;modern substation;operational reliability;operational security;relay control;relay level,,1,,,,,17-21 July 2016,,IEEE,IEEE Conferences
Approach for N-1 secure grid operation with 100% renewables,R. Schwerdfeger; S. Schlegel; D. Westermann,"Power Systems Group, Technische Universit&#228;t Ilmenau, Germany",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,5,"The aim of a future electric power generation without CO2 emissions requires a rethinking of today's electrical power system. One important aspect is renewable energy sources. Thereby, wind power and photovoltaic units have the biggest growth rates, even though there generated power is volatile and do not correlate to the actual load situation. As a consequence of weather conditions, the generation shifts temporally as well as geographically and makes the secure system operation more difficult. This paper presents a concept for an electrical power system supply based on 100% renewables using a vertical system operation approach to meet these effects. Therefore, the technical challenges of such a system configuration are analyzed. It is shown, that the vertical system operation approach has a positive effect on the N-1 security.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741656,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741656,N-1 security;decentralized energy devices;distribution system operation;renwable energy sources;security of supply;transmission system operation,Photovoltaic systems;Power systems;Renewable energy sources;Security;Systems operation;Wind turbines,electricity supply industry;power grids;power system security;renewable energy sources,N-1 secure grid operation;decentralized energy devices;electric power generation;power system supply;renewable energy sources,,,,,,,17-21 July 2016,,IEEE,IEEE Conferences
Improved percolation theory incorporating power flow analysis to model cascading failures in Cyber-Physical Power System,Y. Han; Zhi Li; C. Guo; Yuezhong Tang,"College of Electrical Engineering, Zhejiang University, Hangzhou 310027, China",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,5,"The modern power grid is becoming an interdependent Cyber-Physical Power System (CPPS). The worldwide blackouts revealed the mutual interdependences render the CPPS more vulnerable to cascading failures. The percolation theory is a useful tool to analyze and simulate the cascading failure in interdependent networks. However, the current percolation theory is based on purely topological analysis. This paper presents an improved percolation theory which incorporates the AC power flow analysis to model the dynamic developing process of cascading failures in the CPPS. The simulations of cascading failures in the CPPS with various interface and node attack strategies demonstrate that the topological centrality interface strategy shows better robustness, while the topological centrality based node attack could cause heavier damage. In addition, compared with the conventional percolation theory, the improved percolation theory models the cascading failure in the CPPS more exactly and provides more comprehensive indices of the robustness of the CPPS.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741419,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741419,Cyber-Physical Power System;cascading failure;complex interdependent networks;percolation theory,Analytical models;Load flow analysis;Physical layer;Power system dynamics;Power system faults;Power system protection;Robustness,load flow;percolation;power engineering computing;power grids;power system faults;power system reliability;power system simulation,AC power flow analysis;CPPS;blackouts;cascading failures;cyber-physical power system;node attack strategies;percolation theory;power grid;topological analysis;topological centrality interface strategy,,,,,,,17-21 July 2016,,IEEE,IEEE Conferences
Software defined networking as a mitigation strategy for data communications in power systems critical infrastructure,J. O'Raw; D. M. Laverty; D. J. Morrow,"Department of Computing, Letterkenny Institute of Technology, Ireland",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,5,"The frequency and cost of cyber-attacks continues to grow in commercial information systems. In power systems critical infrastructure, any level of breach may be unacceptable. Securing this infrastructure requires new approaches to communications networks which are not readily vulnerable to remote attack. Standard protocols like Ethernet and IP are difficult to secure. Within well-defined domains, SDN may provide mitigation for vulnerabilities which are otherwise intractable. Methodical approaches have been developed and implemented at a test site.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741417,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741417,Critical Infrastructure;SDN;Smart Grid,Coaxial cables;IP networks;Ports (Computers);Protocols;Security;Standards;Switches,computer network security;power system analysis computing;power system security;software defined networking,communications networks;cyber-attacks cost;cyber-attacks frequency;data communications;mitigation strategy;power systems critical infrastructure;smart grid;software defined networking,,,,,,,17-21 July 2016,,IEEE,IEEE Conferences
Cloud communication for remote access smart grid testbeds,M. H. Cintuglu; O. A. Mohammed,"Energy Systems Research Laboratory, Department of Electrical and Computer Engineering, Florida International University, Miami, 33174, USA",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,5,"This paper presents a cloud-enabled architecture for remote access smart grid testbeds. Innovative smart grid technologies need to leverage realistic and scalable cyber-physical test platforms. The interdisciplinary structure of the smart grid concept compels heterogeneous testbeds with different capabilities to interconnect in real-time. The systematic integrated testbed platforms are essential to perform large scale realistic experiments. Cloud communication and information management is an emerging networking architecture for smart grids to facilitate real-time monitoring and control. In this study, a cloud communication platform was applied to monitor, control and perform remote control of a smart grid test bed.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741075,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741075,Cloud communication;smart grid;testbed,Cloud computing;IEC Standards;Phasor measurement units;Real-time systems;Smart grids;Substations,cloud computing;control engineering computing;cyber-physical systems;power system interconnection;smart power grids;telecontrol,cloud communication;cloud-enabled architecture;cyber-physical test platform;information management;innovative smart grid technology;real-time monitoring;remote access smart grid testbed;smart grid concept interdisciplinary structure;smart grid test bed remote control,,,,,,,17-21 July 2016,,IEEE,IEEE Conferences
Stealthy and blind false injection attacks on SCADA EMS in the presence of gross errors,A. Anwar; A. N. Mahmood,"University of New South Wales, Canberra, Australia",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,5,"Vulnerability analysis of the State Estimation module have come under renewed interest in the control centres of a SCADA connected energy system. Existing researches show that the state estimation module can be compromised by a class of data integrity attacks known as `False Data Injection (FDI)'. The stealthy FDI attack construction strategy requires the knowledge of the power system topology and electric parameters (e.g., line resistance and reactance). As an alternative to most of the existing approaches, this paper shows that stealthy attack vector can be constructed without any prior power system topological and electric parameter information and using only measurement data. Here, we demonstrate that the subspace transformation methods, e.g., Principle Component Analysis (PCA) of the measurement matrix can be used to generate a hidden attack. Next, we argue and clarify that the above claimed PCA based blind attack strategy is only valid for the measurements with Gaussian noises. In the presence of gross errors, the attacks will be detected with the traditional Bad Data Detector. Finally, we describe a technique that the attacker use to circumvent the gross error issue and construct stealthy attacks. IEEE benchmark test systems, different attack scenarios and state-of-the-art detection techniques are considered to demonstrate the proposed claims.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741557,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741557,PCA;blind attack;false data injection;state estimator,Energy management;Jacobian matrices;Measurement uncertainty;Noise measurement;Power measurement;Power systems;Principal component analysis,Gaussian noise;SCADA systems;power engineering computing;power system control;principal component analysis;state estimation;vectors,FDI attack construction strategy;Gaussian noises;IEEE benchmark test systems;PCA;SCADA EMS;bad data detector;blind attack strategy;blind false injection attacks;control centres;data integrity attacks;electric parameter information;electric parameters;energy system;false data injection;gross errors;measurement matrix;power system topology;principle component analysis;state estimation module;stealthy attack vector;subspace transformation methods;vulnerability analysis,,2,,,,,17-21 July 2016,,IEEE,IEEE Conferences
Mitigating Denial-of-Service attacks in wide-area LQR control,N. Chockalingam; A. Chakrabortty; A. Hussain,"Department of Electrical and Computer Engineering, North Carolina State University, Raleigh, 27606, USA",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,5,"In this work we study the impacts of Denial-of-Service (DoS) attacks on the cyber-physical implementation of wide-area control. The controller is desgined as a Linear Quadratic Regulator (LQR) for damping power flow oscillations. We first derive a nominal mathematical model of the power system network considering a delay-aware LQR controller without any DoS. Thereafter, we model how DoS enters the closed-loop dynamics of this system by considering the Hadamard product of the LQR gain matrix with a matrix of attacked links. We propose two mitigation strategies to compensate for the loss of missing states in the feedback path, and test their effectiveness against three variables of interest - namely, location of attack, time of attack, and duration of attack. We design a decision tree classifier for each strategy based on these parameters to predict the severity of an attack. The results are illustrated with a DoS simulation on the standard IEEE 4-machine Kundur model.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741285,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741285,,Cloud computing;Communication networks;Computer crime;Delays;Generators;Phasor measurement units;Power system dynamics,Hadamard matrices;computer network security;cyber-physical systems;decision trees;linear quadratic control;load flow control;mathematical analysis;power system control;power system security,DoS attacks;Hadamard product;IEEE 4-machine Kundur model;LQR gain matrix;cyberphysical implementation;decision tree classifier;denial-of-service attacks;linear quadratic regulator;mathematical model;power flow oscillations;power system network;wide area LQR control,,,,,,,17-21 July 2016,,IEEE,IEEE Conferences
Optimal control via waveform relaxation for power systems cyber-security applications,B. Park; C. L. DeMarco,"School of Electrical and Computer Engineering, University of Wisconsin-Madison, United States",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,5,"This paper formulates a power system related optimal control problem, motivated by potential cyber-attacks on grid control systems, and ensuing defensive response to such attacks. The problem is formulated as a standard nonlinear program in the GAMS optimization environment, with system dynamics discretized over a short time horizon providing constraint equations, which are then treated via waveform relaxation. Selection of objective function and additional decision variables is explored first for identifying grid vulnerability to cyber-attacks that act by modifying feedback control system parameters. The resulting decisions for the attacker are then fixed, and the optimization problem is modified with a new objective function and decision variables, to explore a defender's possible response to such attacks.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741585,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741585,,Generators;Linear programming;Mathematical model;Optimal control;Optimization;Power systems;Time-frequency analysis,feedback;nonlinear programming;optimal control;power grids;power system control;power system security,GAMS optimization environment;constraint equations;cyber-attacks;decision variables;feedback control system parameters;grid control systems;grid vulnerability;objective function;optimal control;power systems cyber-security applications;standard nonlinear program;waveform relaxation,,,,,,,17-21 July 2016,,IEEE,IEEE Conferences
PV energy sharing cloud: Towards automatic pricing and energy management,N. Liu; C. Wang; X. Yu; Jiangxia Zhong; C. Li,"State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, North China Electric Power University, Beijing 102206, China",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,9,"According to the energy policy for encouraging local consumption of photovoltaic (PV) energy, the energy sharing among PV prosumers could be more beneficial than the independent operation of PV prosumers. In order to improve the energy sharing at the community level, a concept of PV energy sharing cloud is proposed, which consists of self-organizing, auto-pricing and distributed optimization. Based on the physical access point of PV prosumers on the utility grid, the PV prosumers can be separated into a number of clusters. A day-ahead auto-pricing of shared PV energy is proposed for different clusters. A cost model for PV prosumers is proposed, which enables the PV prosumers participate in the Demand Response (DR). In order to implement the interaction between the cloud and prosumers, a distributed optimization algorithm is utilized. Finally, via a practical example, the effectiveness of the method is verified in terms of saving PV prosumers' cost and improve the sharing of the PV energy.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741865,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741865,Cloud;distributed optimization demand response;pricing,Power systems;Robustness,energy management systems;photovoltaic power systems;power consumption;pricing,Automatic Energy Management;Automatic Pricing Management;DR;PV energy sharing cloud;day-ahead auto-pricing optimization;demand response;distributed optimization;local PV energy consumption;photovoItaic prosumer;self-organizing optimization;utility grid,,1,,,,,17-21 July 2016,,IEEE,IEEE Conferences
False data injection attacks on power system state estimation with limited information,J. Zhang; Zhigang Chu; L. Sankar; O. Kosut,"Dept. of Electrical, Computer, and Energy Engineering, Arizona State University, Tempe, 85281, USA",2016 IEEE Power and Energy Society General Meeting (PESGM),20161114,2016,,,1,5,"This paper studies physical consequences of worst-case unobservable false data injection (FDI) attacks on the electric power system. In particular the focus is on FDI attacks wherein the attacker can only change measurements in an attack sub-network of the entire network and has limited knowledge of network parameters outside of this sub-network. The goal of this limited resource attack is to cause a physical line overflow for a chosen target line that will not be observable via measurements. To determine the worst possible consequences of such a class of FDI attacks, a bi-level optimization problem is introduced wherein the first level focuses on maximizing the target line flow subject to limited attack resources constraints, while the second level formulates system response to such attacks via DC optimal power flow (OPF). The attack model with limited system knowledge is reflected in the DC OPF formulation that only takes into account the system information for the attack sub-network and therefore is oblivious of congestion and data for the network outside this sub-network. The vulnerability of this attack model is illustrated for the IEEE 24-bus RTS system.",,Electronic:978-1-5090-4168-8; POD:978-1-5090-4169-5,10.1109/PESGM.2016.7741928,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7741928,,Generators;Knowledge engineering;Noise measurement;Optimization;Power systems;State estimation;Voltage measurement,load flow;optimisation;power system security;power system state estimation,DC OPF;DC optimal power flow;FDI attack;IEEE 24-bus RTS system;attack subnetwork;bilevel optimization problem;false data injection attack;limited information;limited resource attack;physical line overflow;power system state estimation;system response;target line flow,,1,,,,,17-21 July 2016,,IEEE,IEEE Conferences
